3cixty_uri,3cixty_label,dbpedia_label,dbpedia_uri,score,latitude,longitude
http://data.linkedevents.org/location/fe4f6290-77c5-33e5-82eb-a6edf97067d6,Basilique Notre-Dame de Nice,Basilique Notre-Dame de Nice,http://dbpedia.org/resource/Notre-Dame_de_Nice,100.0,43.7032,7.26579
http://data.linkedevents.org/location/579aa423-cb1b-3d35-90d5-ef482aa093ad,Nice Lawn Tennis Club,Nice Lawn Tennis Club,http://dbpedia.org/resource/Nice_Lawn_Tennis_Club,100.0,43.7043,7.25188
http://data.linkedevents.org/location/25cf9930-650e-41c8-9e7f-987666e2f721,Musée d'art moderne et d'art contemprorain,Musée d'art moderne et d'art contemporain de Nice,http://dbpedia.org/resource/Musée_d'art_moderne_et_d'art_contemporain,98.6,43.7014,7.27852
http://data.linkedevents.org/location/c19f553c-06cd-3dee-8626-fa4e801fc664,Acropolis,Acropolis (Nice),http://dbpedia.org/resource/Palais_des_Congrès_Acropolis,98.0,43.7047,7.2808
http://data.linkedevents.org/location/e4a459b4-83b7-3000-bfc4-bd2f97a6b812,Magnan,Magnan (Nice),http://dbpedia.org/resource/Magnan_(river),97.4,43.6903,7.24583
http://data.linkedevents.org/location/25d5106a-2606-483f-be18-a6f7aefcad62,Stade Allianz Riviera,Allianz Riviera,http://dbpedia.org/resource/Allianz_Riviera,96.4,43.7049,7.19261
http://data.linkedevents.org/location/b5183cee-7d9a-3085-825f-ace9c1522f04,Museo Marc-Chagall,Musée Marc-Chagall (Nice),http://dbpedia.org/resource/Musée_Marc_Chagall,96.0,43.7092,7.26954
http://data.linkedevents.org/location/103a13a2-b8a5-3974-95cf-485ab7015848,"[u'Centre international de formation europ\xe9enne CIFE', u'Cife']",Centre international de formation européenne,http://dbpedia.org/resource/Centre_International_de_Formation_Européenne,95.6,43.6952,7.25418
http://data.linkedevents.org/location/2ab8fb6e-aea1-3c67-958c-163fb4cc7183,EDHEC Nice,BBA EDHEC,http://dbpedia.org/resource/Espeme,95.6,43.6784,7.22976
http://data.linkedevents.org/location/a98a064b-1b7a-462d-b8df-3dfcc05a7c67,Théâtre de verdure,Théâtre de verdure de Nice,http://dbpedia.org/resource/Théâtre_de_verdure_de_Nice,95.2,43.6957,7.2678
http://data.linkedevents.org/location/2e361e60-56e1-3321-82d4-0b42b51559b3,Villefance-sur-Mer,Villefranche-sur-Mer,http://dbpedia.org/resource/Villefranche-sur-Mer,95.0,43.7045,7.3124
http://data.linkedevents.org/location/2b4dbce7-a191-38ed-a11f-b5fb5aa078b4,IAE (Institut d'Administration des Entreprises),Institut d'administration des entreprises de Nice,http://dbpedia.org/resource/IAE_Nice,94.6,43.7091,7.28854
http://data.linkedevents.org/location/2dff4d67-78ed-3062-b6fc-09768eaab5a7,Cathédrale Saint-Nicolas,Cathédrale Saint-Nicolas de Nice,"http://dbpedia.org/resource/Russian_Orthodox_Cathedral,_Nice",94.0,43.7038,7.25389
http://data.linkedevents.org/location/d31e5d0d-18f9-4ec9-8792-1ba3421cb4c5,Cathédrale Sainte-Réparate,Cathédrale Sainte-Réparate de Nice,http://dbpedia.org/resource/Nice_Cathedral,94.0,43.6972,7.2758
http://data.linkedevents.org/location/00e01cd7-67c5-35d7-8128-980a6c6b389d,Cta Arrondissement De Nice,Arrondissement de Nice,http://dbpedia.org/resource/Arrondissement_of_Nice,93.8,43.7099,7.19629
http://data.linkedevents.org/location/8acb3ce4-4f52-30cb-8344-d07539d404d1,Taxi drap,Drap (Alpes-Maritimes),http://dbpedia.org/resource/Drap,93.6,43.755,7.32022
http://data.linkedevents.org/location/c720c686-dad3-302a-99d0-fb52b0a00745,Grimaldi,Château Grimaldi,http://dbpedia.org/resource/Château_Grimaldi_(Cagnes),93.2,43.7074,7.30604
http://data.linkedevents.org/location/04615f5b-67cc-48fc-a224-40786b28eca7,Musée des beaux arts,Musée des beaux-arts de Nice,http://dbpedia.org/resource/Musée_des_Beaux-Arts_de_Nice,93.0,43.6944,7.24889
http://data.linkedevents.org/location/15456051-7c81-39c7-85bd-9da6b4aee47f,Metropolitan,Aire urbaine de Nice,http://dbpedia.org/resource/Nice_metropolitan_area,92.8,43.7421,7.31814
http://data.linkedevents.org/location/afc4b01a-76cc-32a9-88d5-b836756bad72,Plage de Beaulieu sur Mer,Beaulieu-sur-Mer,http://dbpedia.org/resource/Beaulieu-sur-Mer,92.6,43.7055,7.31287
http://data.linkedevents.org/location/1d317cf0-14ea-35d5-9d31-377c88005c8a,Le Tramway,Tramway de Nice,http://dbpedia.org/resource/Nice_tramway,91.8,43.7024,7.26359
http://data.linkedevents.org/location/db240143-461e-3934-b019-528ef5aaa7a7,Le Lido Saint Jean Cap Ferrat,Saint-Jean-Cap-Ferrat,http://dbpedia.org/resource/Saint-Jean-Cap-Ferrat,91.8,43.6925,7.32228
http://data.linkedevents.org/location/277f69a8-0d0e-3905-938a-c0d652a5a003,OGEC,Olympique Gymnaste Club Nice Côte d'Azur,http://dbpedia.org/resource/OGC_Nice,91.6,43.7026,7.27107
http://data.linkedevents.org/location/f2ccddb4-56c6-3227-b687-23af0a55bf58,Campus Lash - Université De Nice Sophia Antipolis,Université Nice Sophia Antipolis,http://dbpedia.org/resource/University_of_Nice_Sophia_Antipolis,91.4,43.7005,7.25145
http://data.linkedevents.org/location/7dd7703d-421e-38b8-bf91-b0c936374dcf,Canne sur Mer,Cagnes-sur-Mer,http://dbpedia.org/resource/Cagnes-sur-Mer,90.8,43.6593,7.16519
http://data.linkedevents.org/location/fadfca45-25de-32a7-946d-bd92406e5375,Hôtel Comté De Nice,Comté de Nice,http://dbpedia.org/resource/County_of_Nice,90.6,43.7087,7.26133
http://data.linkedevents.org/location/8c72065f-e8ae-3c95-86ad-65e25b8ef97b,Store de la Cote d'Azur,Observatoire de la Côte d'Azur,http://dbpedia.org/resource/Côte_d'Azur_Observatory,90.4,43.7231,7.251
http://data.linkedevents.org/location/dec7b860-35e0-307d-bac6-42edc5bedc92,Stade Nicolai,Stade niçois,http://dbpedia.org/resource/Rugby_Nice_Côte_d'Azur_Université-Racing,89.8,43.7084,7.23032
http://data.linkedevents.org/location/b3bf2ec2-416d-3a19-bf19-ae6d04af6758,"Jardin Du Paillon, Nice",Paillon,http://dbpedia.org/resource/Paillon,89.8,43.7009,7.27726
http://data.linkedevents.org/location/8465c542-7c20-391e-9cce-7aee99ea729b,Bocage Nice,Cagne,http://dbpedia.org/resource/Cagne,89.6,43.7013,7.26724
http://data.linkedevents.org/location/22a5aaaa-72f3-3fd9-b5c9-9250a1ccdc6a,Salon du Cap Ferrat,Cap Ferrat,http://dbpedia.org/resource/Cap_Ferrat,89.4,43.6598,7.20606
http://data.linkedevents.org/location/cfca27d8-af0e-3ddf-8742-b8858baf0e4e,Bd de Cimiez,Cimiez,http://dbpedia.org/resource/Cimiez,88.4,43.7163,7.27253
http://data.linkedevents.org/location/ba1cb707-6536-3c1a-8b2c-4b71c8567b96,A Nice Ville,Gare de Nice-Ville,http://dbpedia.org/resource/Gare_de_Nice-Ville,88.2,43.6709,7.20974
http://data.linkedevents.org/location/e7580704-a3e5-313a-a4c0-74c1f5eeb3d0,Villa Arena,Villa Arson,http://dbpedia.org/resource/Villa_Arson,88.0,43.7154,7.27495
http://data.linkedevents.org/location/34991e86-4d8c-368b-8cc3-0585db8338ce,L'olympio,Olympic Nice Natation,http://dbpedia.org/resource/Olympic_Nice,87.8,43.7014,7.28306
http://data.linkedevents.org/location/e3c7ddf0-2ef3-371a-9727-963e7d7b047a,Leadel Carros,Carros,http://dbpedia.org/resource/Carros,87.8,43.7562,7.19757
http://data.linkedevents.org/location/285ddc3e-0595-3200-b435-51c42f8ddc6b,Open De Nice - Parc Imperial,Open de Nice,http://dbpedia.org/resource/Open_de_Nice_Côte_d'Azur,87.2,43.7049,7.25177
http://data.linkedevents.org/location/06b13080-2698-3ba0-8366-16897b5842b7,Bord de Mer sur La Promenade des Anglais,Promenade des Anglais,http://dbpedia.org/resource/Promenade_des_Anglais,87.2,43.6912,7.24723
http://data.linkedevents.org/location/b1374c9b-9428-374a-bea1-9c0031dbd5ef,Les Chênes,Les Cèdres,http://dbpedia.org/resource/Jardin_botanique_%22Les_Cèdres%22,87.0,43.7198,7.29393
http://data.linkedevents.org/location/b6b53853-5602-342c-a1dc-738656945420,Les Ecoles Falicon,Falicon,http://dbpedia.org/resource/Falicon,86.8,43.7492,7.27782
http://data.linkedevents.org/location/6acb9cf2-5cb4-3903-8256-141fe80263ad,Diocesaine De Nice,Diocèse de Nice,http://dbpedia.org/resource/Roman_Catholic_Diocese_of_Nice,86.6,43.7185,7.25504
http://data.linkedevents.org/location/47e7065e-e152-39ce-985d-08633c18d50d,Ifsi la Gaude.,La Gaude,http://dbpedia.org/resource/La_Gaude,86.6,43.7292,7.18378
http://data.linkedevents.org/location/494f2cb3-2f1d-39e4-9834-4482d2a84a2c,Auron Station,Gare de Nice CP,http://dbpedia.org/resource/Gare_de_Nice_CP,85.8,43.7201,7.25629
http://data.linkedevents.org/location/21e0dffa-cdef-3f46-8516-b682e80a6186,Conservatoire de Nice,Conservatoire à rayonnement régional de Nice,http://dbpedia.org/resource/Conservatory_of_Nice,85.4,43.7243,7.27162
