doremus_uri,dbpedia_uri,score_label,score_birth,score_death,score_category,score
http://data.doremus.org/artist/c1333bed-d296-335c-bf3a-5e060612f371,http://dbpedia.org/resource/Steve_Goodman,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/bbc13762-72c3-3b9c-b14a-7021c14058c1,http://dbpedia.org/resource/Charles_Cuvillier,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/0df2d923-5e28-3250-b64d-c2a83862119d,http://dbpedia.org/resource/Wilhelm_Friedrich_Ernst_Bach,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/a2b43843-af93-3f9f-9e47-0dc2a08a3c83,http://dbpedia.org/resource/Paolo_Lorenzani,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/98f177d9-1ccf-39e0-bf16-eb61a74ce581,http://dbpedia.org/resource/Max_Janowski,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/842a7481-c031-3950-bea1-6ed1beb80dcf,http://dbpedia.org/resource/Józef_Wieniawski,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/f83edb13-fc52-3cb8-8185-10cef8d829a7,http://dbpedia.org/resource/Luca_Antonio_Predieri,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8f41d2fd-af19-3dc1-a79c-0552566fbbf5,http://dbpedia.org/resource/Calixa_Lavallée,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/ab40159d-9ac0-3a8c-9374-9f2e00252e16,http://dbpedia.org/resource/Francesco_Pasquale_Ricci,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/e4a1ea77-8eeb-3e41-b056-7cbb533445d1,http://dbpedia.org/resource/Italo_Montemezzi,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/0a5b8a4d-0f61-3a61-81af-9ffa059994c4,http://dbpedia.org/resource/Emilie_Mayer,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/78a91174-bef3-3d24-aae2-f3111dd37101,http://dbpedia.org/resource/Sebastian_Santa_Maria,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d9f90574-650b-3e35-9790-4f53b6cca58c,http://dbpedia.org/resource/Robert_Muczynski,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b987bfe9-c47f-3fd8-a5b2-2c35c6d54a1e,http://dbpedia.org/resource/Albert_Dietrich,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7a26e913-d87f-3838-a270-514946cbfdf4,http://dbpedia.org/resource/Henryk_Wieniawski,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3,http://dbpedia.org/resource/Claudio_Monteverdi,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/971ec68f-5fe1-3dec-b9c0-4e8212227275,http://dbpedia.org/resource/Constantin_Dimitrescu,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/14a23cf7-3834-3912-9b58-113d0bad2428,http://dbpedia.org/resource/László_Weiner,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/68ae8de2-f384-3416-83a1-5bf39816696e,http://dbpedia.org/resource/Karol_Rathaus,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/bbb4a3f8-e665-30d2-bc67-c207981789a2,http://dbpedia.org/resource/André_Campra,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8e560170-f8dd-355f-95e4-faebbea86ae9,http://dbpedia.org/resource/Peeter_Süda,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/9fb51185-648d-33fe-bb22-d3dcc6a5916b,http://dbpedia.org/resource/José_María_Usandizaga,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7fced06a-bedd-3dfb-b80d-5f1ee3437069,http://dbpedia.org/resource/Jacobus_Barbireau,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7e7bbe8b-058a-31b3-b11b-3669c0c302e0,http://dbpedia.org/resource/Johann_Pachelbel,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b9efae82-32ef-3cd0-bbe5-b58e16b9ec49,http://dbpedia.org/resource/Paul_Dukas,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b736a4e7-36e0-3a02-b86c-de866d9db1b0,http://dbpedia.org/resource/Jean_Hubeau,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/c311d5e3-59fb-31dd-9e5b-7bfa4f46396a,http://dbpedia.org/resource/Fumio_Hayasaka,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/06ee38a4-9462-30f2-b100-9d2d3278fbc3,http://dbpedia.org/resource/Wenzel_Thomas_Matiegka,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/c5a24cd7-25c6-3919-98fd-baef7291a2eb,http://dbpedia.org/resource/Friedrich_Witt,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/77238184-8c60-3ba0-a4db-acf276df4293,http://dbpedia.org/resource/Hanns_Eisler,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/18ad1198-8d06-3c53-b518-26bab08b9a72,http://dbpedia.org/resource/Othmar_Schoeck,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/bed535e7-6839-38f4-9f68-744460cba76a,http://dbpedia.org/resource/Petr_Eben,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/bd7def5b-e827-3eb2-9b55-bca8cd74e398,http://dbpedia.org/resource/Daniel_Balavoine,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/49afabde-6351-3cd4-8374-9e9e2811c8fd,http://dbpedia.org/resource/Ludwig_Schuncke,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/fb95a210-9e49-3056-aea6-323d33a65cb2,http://dbpedia.org/resource/Jean_Rivier,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/03c568e1-bc7c-3841-a3d7-978a0d391303,http://dbpedia.org/resource/William_Grant_Still,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d6a3b217-2592-34cf-a383-f9dce81f3898,http://dbpedia.org/resource/Leonardo_Vinci,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d8e2b4ed-6829-3033-a37e-573f7295eea8,http://dbpedia.org/resource/Johann_Christoph_Pezel,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/55821df2-d4b8-3181-a7a1-f5284f1c1703,http://dbpedia.org/resource/Thomas_Tomkins,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/6c733bdd-e8ba-3321-9017-66c00c65cc15,http://dbpedia.org/resource/Paul_Misraki,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7f0e19ad-8195-3bca-93c9-d02d0d86fff6,http://dbpedia.org/resource/Edgar_Sampson,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/3c55a050-a6f6-3b56-b3c7-3fedaa68da07,http://dbpedia.org/resource/Félix_Leclerc,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/12e299a4-6c60-3299-bec0-e61fb4afac55,http://dbpedia.org/resource/Walter_Piston,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8d0eedff-7512-3c00-8ee8-805d1f781b27,http://dbpedia.org/resource/Victor_Young,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/ad2f7a47-9f1b-3a21-a8d8-c1d29a1e6643,http://dbpedia.org/resource/Sebastian_Lee,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/6955f06a-4fcd-380a-b330-ed7e50c913d2,http://dbpedia.org/resource/Emil_Adamič,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/3e6c535e-abcd-327f-96bf-a8b93dc3ff0c,http://dbpedia.org/resource/Alfredo_Catalani,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/010c5d35-53ba-38a7-96da-13b20b88396d,http://dbpedia.org/resource/Ernst_Mielck,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/9f9820a9-3f11-3d07-96ff-ecdd9aefe421,http://dbpedia.org/resource/Niccolò_Piccinni,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d71f6b74-f380-3af6-8e41-baedbf21c99a,http://dbpedia.org/resource/Arcangelo_Corelli,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/3ab06310-f25d-338a-a66d-f9cec86812fa,http://dbpedia.org/resource/Alexandre_Luigini,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/417ed63c-e629-3d72-b9db-56822df08ec4,http://dbpedia.org/resource/Michel_Emer,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b8cc85c8-20ad-3dda-901f-461042c7d710,http://dbpedia.org/resource/Bernard_Herrmann,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/4f1a1eb8-fb86-39fa-b950-36842b30def9,http://dbpedia.org/resource/Noël_Lee,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/c536e11e-7871-3469-b913-1883b0b60e98,http://dbpedia.org/resource/Erik_Satie,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/89d2a38b-a311-37d1-9a89-312b2b6c97d3,http://dbpedia.org/resource/Elena_Romero,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/44c7e2a3-8d3b-3b59-b3b1-8c6dd89199e7,http://dbpedia.org/resource/Lionel_Bart,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/9b5cbbde-8d00-3712-9dd3-889aa605c19d,http://dbpedia.org/resource/Landon_Ronald,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/bfd02339-4a1c-3475-ae1a-4a871d44ca40,http://dbpedia.org/resource/Nicolas_Roze,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/152893b6-e72f-302f-b098-91ee8d1a902f,http://dbpedia.org/resource/Armand-Louis_Couperin,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d0febd60-6f92-370f-bafa-7a5f295c1e74,http://dbpedia.org/resource/Johann_André,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/c03d9b4f-72a1-3e94-bf8e-174b36bbd66e,http://dbpedia.org/resource/Francisco_Javier_García_Fajer,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/4ee595fc-52d0-37ea-b577-455b3fe0e7fa,http://dbpedia.org/resource/Endre_Szervánszky,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b4845e14-a658-3461-8729-ad36fdbb8290,http://dbpedia.org/resource/Hans_Sitt,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/74936061-ddfc-32c6-ad13-4bb54d50a79d,http://dbpedia.org/resource/Alfred_Hollins,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/6bf99225-f65a-39e0-b35f-5b759d0ae976,http://dbpedia.org/resource/Franz_Berwald,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/4cd9426d-bce5-3e23-bca7-d7f637d8a492,http://dbpedia.org/resource/Cornelis_Verdonck,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/c4cfce9f-8e78-3257-b65f-5b5785f5b76c,http://dbpedia.org/resource/Felix_Petyrek,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8cf1ccf8-9740-3c70-a9d7-4de2ac0ea417,http://dbpedia.org/resource/Federico_Mompou,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/e3141eb9-7b98-3ded-9676-42a124b2901b,http://dbpedia.org/resource/Jacques_Berthier,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8e24d7c8-f363-3252-a5b6-d8106f88379b,http://dbpedia.org/resource/Norman_Demuth,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d493ecd8-bb3e-31d7-8178-b9010dfc1955,http://dbpedia.org/resource/Fanny_Mendelssohn,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/46c2ea05-c1d2-34e1-bcf4-b4467f7d74de,http://dbpedia.org/resource/Hermann_Zilcher,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d3303c30-8790-3fd9-a622-0d4d0647dbf0,http://dbpedia.org/resource/Günther_Ramin,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/acc404c4-9883-36e4-ac9a-cf4ef1ee9ca6,http://dbpedia.org/resource/Christophe_Bertrand,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b653b726-cbc0-3911-b334-ea34c7c1a6ff,http://dbpedia.org/resource/Duke_Ellington,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/a6e0cc2d-81ce-30e6-a048-3e78d3364f4b,http://dbpedia.org/resource/Ernest_John_Moeran,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/14970460-189f-3593-a550-7bceb778072e,http://dbpedia.org/resource/François_Couperin,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/105a337e-faff-3a2a-966a-aaab6be16471,http://dbpedia.org/resource/Ludwig_Minkus,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/84aa757a-bd96-3091-8e00-050b1b0504b6,http://dbpedia.org/resource/Mischa_Spoliansky,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/f92bcc45-052e-342d-a00b-1b7cdbd89828,http://dbpedia.org/resource/Frederick_Delius,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/3e24ff27-ecdf-3470-9bd3-d60122852310,http://dbpedia.org/resource/Bernd_Alois_Zimmermann,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7b67f673-6263-321a-8807-5797e6febda0,http://dbpedia.org/resource/Giuseppe_Maria_Orlandini,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/6663e562-e738-3bd0-b17d-851ad538a597,http://dbpedia.org/resource/Otar_Taktakishvili,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/492d9bd0-91d0-36a8-8a86-00aeff998c64,http://dbpedia.org/resource/Lorenzo_Perosi,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/cb353486-5a9f-3d8c-b399-95a3c9eb93ad,http://dbpedia.org/resource/Michał_Bergson,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/334d6b9e-45e8-3511-b4f2-8f8e68cbaa72,http://dbpedia.org/resource/Wladimir_Vogel,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8722bcd9-e7ac-3126-9cfe-55776b033a54,http://dbpedia.org/resource/Henri_Mulet,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/ec9411a0-6a17-3d81-8bf5-41897ae2987f,http://dbpedia.org/resource/François_Rauber,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7c948684-91ae-3663-b6ce-fa46c5b49556,http://dbpedia.org/resource/Gennaro_Manna,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/51f01d81-ac0a-380f-ae9e-6f3f43f1e588,http://dbpedia.org/resource/Milton_Ager,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/ec722180-90cf-36bd-a90b-e812f8a05565,http://dbpedia.org/resource/Lodovico_Agostini,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/1db1862b-b44f-3d32-aa55-ad5c12e19146,http://dbpedia.org/resource/Ferdinando_Bertoni,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/1531c333-f111-3751-9f14-40f5d3cf11e0,http://dbpedia.org/resource/František_Jiránek,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/e4179a42-196a-334b-9da1-a5e43b338ea3,http://dbpedia.org/resource/Ernst_Toch,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/e662419b-e587-37fb-9cc4-10106983a0c2,http://dbpedia.org/resource/Benjamin_Frankel,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/79bed98e-3bf3-3ad0-9c4a-5044041ea5a5,http://dbpedia.org/resource/Yrjö_Kilpinen,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/3f35746d-1a08-3ae6-9b96-06979281a9dc,http://dbpedia.org/resource/Alessandro_Nini,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/e0421f1e-6eca-3921-b00a-171075513b12,http://dbpedia.org/resource/Jean_Absil,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/89479cee-1f46-300d-93e5-ef48aa54280a,http://dbpedia.org/resource/Pancho_Vladigerov,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/04922f5c-2de9-3c83-9b6a-ac2037177322,http://dbpedia.org/resource/Walter_Kraft,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/44b822fb-f4e3-3e29-b256-3c313b958b9f,http://dbpedia.org/resource/Jānis_Mediņš,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/49084d0d-7ff0-31fd-bb52-3c6a641c19c2,http://dbpedia.org/resource/Alessandro_Besozzi,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b75d1012-b04b-3717-a9ab-fcde0dfd3969,http://dbpedia.org/resource/Albert_Seitz,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/7f2ec949-2cca-3d48-ac75-6415fec0ab92,http://dbpedia.org/resource/John_Weinzweig,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/4d90cc8f-cf20-3805-b5cf-51052081eb39,http://dbpedia.org/resource/Radamés_Gnattali,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/4d662fb2-cd14-3c1f-90d5-e7e788c9f109,http://dbpedia.org/resource/Bernard_Rogers,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/39d0d122-47ce-3edc-a96c-dd349b43cecf,http://dbpedia.org/resource/John_Blow,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/a65044f9-60f8-34b1-9d02-c5a0a000c8c8,http://dbpedia.org/resource/Robert_Russell_Bennett,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/f3ef706c-9c83-3ab8-8bf3-531ef0b01271,http://dbpedia.org/resource/Johann_Kaspar_Mertz,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/1d269813-971c-37cb-8cab-74b98e5ef01b,http://dbpedia.org/resource/Kaspar_Kummer,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/39a32d7d-032d-3e33-893c-b09d1d0253be,http://dbpedia.org/resource/Georg_Matthias_Monn,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/d08e28b0-f6dd-313d-91ac-0eef9d81411f,http://dbpedia.org/resource/André_Cardinal_Destouches,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/3e804e5c-0db2-3aec-bbdc-744f2af392e3,http://dbpedia.org/resource/Richard_Rodgers,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/9f5dbc00-5d96-3baf-a126-94f1310b7105,http://dbpedia.org/resource/Luis_Gianneo,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/a81b35ce-a41e-38d5-b5c7-3ade959634c7,http://dbpedia.org/resource/Alois_Hába,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/a98b8f84-2401-318f-9649-0117e5f606d6,http://dbpedia.org/resource/Johann_Paul_von_Westhoff,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/aa2a901b-9c30-357c-af31-ce15aaf94159,http://dbpedia.org/resource/Gustave_Charpentier,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/96228d3b-cf97-3d0f-858e-d2d2d7ad6135,http://dbpedia.org/resource/Simon_Ives,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/6a99c949-7cf5-3290-829e-ff2d07b1cf65,http://dbpedia.org/resource/Leonard_Bernstein,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/79c42f41-f3b8-3f17-a01a-6b0bc09811ba,http://dbpedia.org/resource/François_Roberday,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/2fa431ca-eb31-30e6-9fc1-1a50a53a1ce7,http://dbpedia.org/resource/Norman_Symonds,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/358f40ba-fd7f-376c-8929-d77525fb20ce,http://dbpedia.org/resource/Piero_Umiliani,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/b1885a69-cc33-394c-a3ff-127ae8305ed6,http://dbpedia.org/resource/Pauline_Duchambge,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/c7e33ef0-1871-307f-97ff-fc1c7b477c02,http://dbpedia.org/resource/Theodor_von_Schacht,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/0936cf70-c112-39fc-b018-a2d7508f9c05,http://dbpedia.org/resource/Jimmy_Van_Heusen,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/8bc18faf-9aab-3e7c-b702-f0a1cdb00fbb,http://dbpedia.org/resource/Dag_Wirén,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/56f286a7-c59c-3c9b-bcd2-b283729755cc,http://dbpedia.org/resource/Adrien_Barthe,1.0,1.0,1.0,1.0,1.0
http://data.doremus.org/artist/69cf07f4-bef6-3232-8af9-39478faafc11,http://dbpedia.org/resource/John_Fernström,1.0,1.0,1.0,1.0,1.0
